index	gen	fam	infam	sir	dam	sex	F1	F2	C1	R1	Trait1	Trait2	Trait3	Trait4
1418	3	1418	1	1018	1044	2	L2	S2	0.75	R1	control	-0.604575327528498	-0.212873590358942	2.32650174295407
1419	3	1419	1	1019	1045	1	L1	S2	0.75	R3	control	3.22468021474665	1.05621743905438	-2.14439812521937
1420	3	1420	1	1008	1046	1	L1	S2	0.9	R3	control	1.51737112343058	2.19648880903912	-1.30872257122395
1421	3	1421	1	1023	1048	1	L1	S2	0.9	R1	control	2.43749145818707	-1.04355216430759	0.908922658236812
1422	3	1422	1	1017	1051	1	L1	S3	0.7	R1	control	-2.39460311907614	0.329166596417702	1.05854707437174
1423	3	1423	1	1014	1052	1	L2	S1	0.75	R2	control	-1.51598313992428	2.7768660486425	-0.392645767273905
1424	3	1424	1	1001	1053	2	L2	S3	0.75	R2	control	0.52767504807681	1.70684698538698	2.43536889373867
1425	3	1425	1	1021	1055	2	L1	S3	0.75	R3	control	2.83847479057007	0.32230704219932	0.148264052387679
1426	3	1426	1	1006	1058	1	L2	S2	0.9	R3	control	2.97370798986279	0.903946674196362	1.74605998481258
1427	3	1427	1	1013	1059	1	L1	S2	0.9	R2	control	0.640256486622257	0.865538797853096	0.546922511256832
1428	3	1428	1	1005	1060	1	L1	S1	0.7	R2	control	-1.216273441456	-1.13584142112014	2.71864782528421
1429	3	1429	1	1018	1063	1	L1	S2	0.7	R3	control	-0.67571309772536	2.4389447445472	-1.13318671136792
1430	3	1430	1	1008	1065	1	L1	S1	0.75	R1	control	1.36986256798196	2.39823894700338	1.28034591782763
1431	3	1431	1	1011	1066	2	L2	S1	0.9	R3	control	1.6754158702009	0.40478203611145	-1.2589576263242
1432	3	1432	1	1013	1067	2	L1	S3	0.75	R3	control	2.44327714416967	1.79148277511151	-0.43191040659691
1433	3	1433	1	1009	1069	1	L1	S1	0.7	R3	control	0.61222807399158	-0.530596896940576	1.14963542602542
1434	3	1434	1	1014	1071	1	L2	S3	0.9	R2	control	0.195567643776919	-2.99103087517755	1.66199976254343
1435	3	1435	1	1019	1076	2	L2	S1	0.75	R1	control	3.40744113602698	-2.7539511358473	0.424969043227488
1436	3	1436	1	1032	1078	1	L1	S3	0.9	R1	control	1.79660026125789	0.545569450209063	0.463346074207962
1437	3	1437	1	1011	1079	1	L2	S3	0.9	R2	case	2.92307946709381	0.940476215648761	-1.88516275735055
1438	3	1438	1	1030	1082	2	L2	S1	0.9	R2	control	1.39004463923046	-1.26576777867892	0.479429909474197
1439	3	1439	1	1010	1083	1	L1	S3	0.7	R2	control	-0.924834971459895	-1.26503948425369	1.65290482688308
1440	3	1440	1	1018	1086	2	L1	S1	0.7	R2	control	-2.26984806225899	-0.803161338384759	0.0669571062343821
1441	3	1441	1	1018	1087	1	L2	S2	0.9	R3	control	0.416683622592121	1.93311342975416	0.432412705083614
1442	3	1442	1	1010	1088	1	L1	S1	0.9	R1	control	3.35863078286943	3.38164762667641	-0.0470437787632387
1443	3	1443	1	1023	1092	1	L2	S1	0.75	R2	control	-1.44298035066263	1.02509209062406	0.523729942399195
1444	3	1444	1	1014	1093	2	L2	S2	0.75	R1	control	-0.954824831683251	-0.0497957811147285	1.25321298841533
1445	3	1445	1	1033	1098	2	L2	S3	0.75	R3	control	0.57943558884257	0.261357848692299	-2.35896264356257
1446	3	1446	1	1030	1099	1	L1	S1	0.7	R2	control	0.878134328983787	-0.460988684540938	1.35396083839415
1447	3	1447	1	1002	1100	2	L2	S2	0.75	R1	control	-0.769287411662768	0.168694160120918	-0.320280945705836
1448	3	1448	1	1006	1101	1	L2	S2	0.7	R1	control	2.67882065723045	1.91581335527937	1.20073730534145
1449	3	1449	1	1023	1103	2	L2	S2	0.75	R1	control	0.394685540913525	1.76800509336394	0.517244628851502
1450	3	1450	1	1018	1104	2	L2	S2	0.9	R1	control	-2.83946328605666	3.62502591502941	-0.240146440422665
1451	3	1451	1	1002	1105	2	L2	S2	0.7	R2	control	-3.61241104239235	0.0450919618635468	0.674925960641483
1452	3	1452	1	1024	1106	1	L2	S2	0.7	R3	control	1.39775104585554	3.1435358736263	-0.79467712991648
1453	3	1453	1	1008	1107	1	L2	S2	0.75	R3	control	0.394530865564944	1.02192084914831	-0.960475544568953
1454	3	1454	1	1024	1109	1	L1	S2	0.9	R3	control	3.20952699942229	0.440155311179491	0.296774188307129
1455	3	1455	1	1011	1110	1	L2	S3	0.75	R2	control	-1.73102845894512	-1.32388780695739	2.44777454647942
1456	3	1456	1	1023	1114	1	L2	S2	0.9	R2	control	-0.265709624932291	-0.612184387213887	1.16824432269563
1457	3	1457	1	1017	1115	2	L2	S3	0.9	R2	case	0.31614689793942	0.539474536540177	0.864876094279509
1458	3	1458	1	1005	1116	1	L1	S3	0.7	R3	control	1.4616000063863	-0.539449354273015	2.09707105359399
1459	3	1459	1	1033	1117	1	L2	S1	0.7	R2	control	-1.76535738402913	1.72202136459296	1.51881811900642
1460	3	1460	1	1030	1118	2	L1	S3	0.9	R2	control	1.23051132877575	0.312947653364003	3.65059751988754
1461	3	1461	1	1019	1120	2	L1	S2	0.7	R2	control	1.05866544249865	-1.02157826412342	1.46286426678753
1462	3	1462	1	1014	1122	2	L1	S2	0.9	R3	control	0.673200999478157	1.9996210846609	1.19084044047447
1463	3	1463	1	1007	1123	1	L2	S3	0.75	R3	control	-0.355779569480266	4.00009115513218	-0.052219269811124
1464	3	1464	1	1001	1125	2	L1	S2	0.7	R3	control	-0.688263484456356	2.1712018919105	1.69456705909498
1465	3	1465	1	1001	1127	2	L2	S3	0.75	R1	control	-2.20634346488677	3.03796922409846	1.27546084432193
1466	3	1466	1	1024	1130	1	L1	S1	0.7	R1	control	-1.04913992673556	0.419260202779852	0.0775153761188693
1467	3	1467	1	1023	1134	1	L2	S3	0.9	R3	control	2.45440522447794	0.323636691999585	0.54583440829001
1468	3	1468	1	1013	1136	2	L2	S1	0.9	R3	control	-0.244946802516055	1.92904547106584	1.2425566186713
1469	3	1469	1	1018	1138	2	L1	S3	0.75	R1	control	-0.279316009207503	-0.586097980005434	0.0799772334012362
1470	3	1470	1	1011	1141	2	L2	S2	0.75	R3	control	0.24061401751371	-0.815348203581911	0.272746045928733
1471	3	1471	1	1017	1144	2	L1	S2	0.7	R3	control	0.166109947948138	2.59336186575127	1.15735810064286
1472	3	1472	1	1014	1147	2	L2	S1	0.75	R2	control	-0.703123627589173	-0.137549036185807	0.0768849675967334
1473	3	1473	1	1007	1149	2	L1	S1	0.9	R1	control	-0.0336260512306178	1.09321424982276	1.59882821288472
1474	3	1474	1	1019	1150	2	L2	S2	0.9	R3	control	2.50551046272657	-1.73240147142979	1.79144864555121
1475	3	1475	1	1010	1152	2	L1	S1	0.75	R2	control	-0.887081573127042	-2.52335000631697	1.19528930808012
1476	3	1476	1	1018	1154	1	L1	S1	0.75	R1	control	-1.79657635953062	1.77512879586459	1.03627556739447
1477	3	1477	1	1021	1156	1	L2	S3	0.9	R1	control	1.04619031132627	0.790314856646741	0.562037233062123
1478	3	1478	1	1008	1163	1	L2	S1	0.9	R1	control	0.93385897686169	-0.0852111679225081	0.919004874628485
1479	3	1479	1	1018	1164	1	L1	S3	0.75	R2	control	1.78859293186873	0.0807206332198149	0.698159113265464
1480	3	1480	1	1006	1165	1	L1	S3	0.75	R3	control	3.02156710935889	1.61692400751873	-2.11756867973877
1481	3	1481	1	1002	1167	2	L1	S1	0.9	R3	control	0.721258345063561	-0.898959196989368	0.292114246243476
1482	3	1482	1	1018	1168	2	L1	S3	0.7	R2	control	-0.0806527864492654	0.563759861140546	-0.00935932279285369
1483	3	1483	1	1033	1169	1	L2	S2	0.7	R3	control	-0.532623887241806	1.70159105499608	-1.01298880193046
1484	3	1484	1	1007	1170	2	L1	S1	0.9	R2	control	2.3872911532888	-2.8913036326182	0.974586352911526
1485	3	1485	1	1019	1171	1	L2	S2	0.75	R2	control	1.82826367812183	1.47232366421836	-0.123836514483502
1486	3	1486	1	1017	1174	1	L2	S3	0.75	R1	control	1.5293626713576	0.0908392175531008	0.60683600090316
1487	3	1487	1	1023	1176	2	L2	S2	0.9	R1	control	4.71955149708506	0.989336682232711	0.46028020748548
1488	3	1488	1	1023	1178	2	L1	S3	0.7	R3	control	2.27252069461906	2.41483480775366	1.51664838064887
1489	3	1489	1	1030	1183	2	L2	S3	0.9	R2	control	0.130876595469741	1.98500844500061	1.21312827167854
1490	3	1490	1	1013	1187	1	L2	S3	0.75	R3	control	0.746360036500618	0.909755059354725	-0.311658844310415
1491	3	1491	1	1001	1188	2	L2	S3	0.75	R3	control	2.80953339747881	2.69896729376321	0.777425103636968
1492	3	1492	1	1017	1190	2	L1	S3	0.75	R1	control	0.571225015567897	3.01976053097087	0.977815773897734
1493	3	1493	1	1006	1191	2	L1	S2	0.75	R2	control	3.29567420031264	0.27235763554315	1.62629512051423
1494	3	1494	1	1021	1192	1	L1	S3	0.75	R3	control	1.69834668866438	0.43562473752885	0.669371970708923
1495	3	1495	1	1032	1193	2	L2	S1	0.75	R3	control	2.55026662307725	3.76331970058407	-0.469550098043188
1496	3	1496	1	1017	1194	1	L2	S3	0.9	R1	control	3.3910226019816	-2.78666799071641	1.56872868178618
1497	3	1497	1	1006	1200	2	L1	S1	0.7	R2	case	1.31441459702955	-1.59441186637987	1.3841424803923
1498	3	1498	1	1006	1201	2	L1	S2	0.9	R1	control	2.31293505288552	-0.630596913061376	0.303720502498484
1499	3	1499	1	1009	1203	2	L2	S1	0.75	R2	control	-0.822523749659431	-0.410220224106469	3.27862943275069
1500	3	1500	1	1019	1205	1	L2	S1	0.75	R2	control	0.98863515082646	1.35881031161687	-1.94758162607305
1501	3	1501	1	1014	1206	2	L1	S1	0.75	R1	control	0.650198322038855	0.0573544551548525	1.08943899533444
1502	3	1502	1	1010	1208	2	L2	S1	0.7	R3	control	0.791864962598197	2.21571382977294	0.236753824762873
1503	3	1503	1	1001	1211	1	L2	S1	0.9	R1	control	2.22167879212477	0.686450855342039	-0.831113115128363
1504	3	1504	1	1006	1214	1	L1	S1	0.7	R3	control	1.31620166025598	-0.756991027651726	2.03780138572031
1505	3	1505	1	1011	1215	2	L2	S3	0.7	R1	control	1.57242418739142	0.612632703143517	2.94163766262571
1506	3	1506	1	1023	1216	1	L1	S1	0.75	R2	case	2.61147267253958	1.21011833369181	2.0176206266491
1507	3	1507	1	1033	1218	1	L2	S1	0.9	R1	control	1.82285432210963	0.664620290187888	0.511003103991203
1508	3	1508	1	1010	1219	1	L2	S1	0.9	R3	control	1.73958611814828	1.26624024687396	0.523212146226435
1509	3	1509	1	1007	1223	2	L2	S3	0.75	R1	control	0.638076475330155	-0.143698610863897	2.63295109735453
1510	3	1510	1	1017	1226	2	L2	S3	0.75	R2	case	0.0647187547548183	-0.414092690890944	0.482951784932287
1511	3	1511	1	1008	1227	1	L1	S1	0.75	R3	control	2.58350643267359	-0.889129708479176	-1.38215938411137
1512	3	1512	1	1005	1229	2	L2	S3	0.75	R3	control	2.97931126123955	1.82238293430309	0.93631547962804
1513	3	1513	1	1008	1230	2	L2	S3	0.75	R3	control	1.12432331280636	1.76390086406612	-0.669772579446105
1514	3	1514	1	1030	1231	2	L2	S3	0.7	R2	control	-3.49130826208336	-0.291955333993058	2.5224281643406
1515	3	1515	1	1009	1233	2	L1	S3	0.7	R1	control	-0.535738489774478	-0.927165506288754	0.544637487909198
1516	3	1516	1	1017	1234	2	L1	S3	0.7	R1	control	3.27394844642554	0.288173370330213	1.51466423495333
1517	3	1517	1	1024	1237	2	L1	S2	0.75	R1	control	2.1981528784945	3.09644464013485	-0.597656032262396
1518	3	1518	1	1030	1239	2	L2	S2	0.9	R2	control	2.60103652436854	0.485086972019513	-0.00521836506237863
1519	3	1519	1	1033	1242	1	L1	S1	0.7	R3	control	0.697849577508939	0.877159723938363	-1.16247621562692
1520	3	1520	1	1005	1246	1	L1	S2	0.75	R2	case	-1.98364719894931	-1.81615514900434	2.08197127612329
1521	3	1521	1	1011	1247	1	L2	S1	0.75	R2	control	0.415644923775532	-2.12139091304942	-0.663510384007069
1522	3	1522	1	1014	1248	1	L1	S1	0.75	R1	control	-0.507128336358794	0.827761715452681	0.452347744016892
1523	3	1523	1	1011	1250	1	L2	S2	0.75	R3	control	-0.507063868990306	-0.911111471421978	-0.495063296733232
1524	3	1524	1	1011	1255	2	L2	S2	0.7	R3	control	4.31003499336632	2.56448864198617	1.07216873334682
1525	3	1525	1	1033	1257	2	L1	S3	0.9	R2	control	1.5304445344266	2.65351551901624	0.0266362302937204
1526	3	1526	1	1005	1259	1	L1	S3	0.9	R1	control	2.76522356406128	-1.10984635443022	1.0929610943686
1527	3	1527	1	1005	1262	1	L1	S2	0.9	R1	control	-0.685066957166852	2.01552632252932	3.12796989479471
1528	3	1528	1	1013	1265	2	L1	S1	0.7	R2	control	0.37587246852124	0.743477367164246	-0.00685142193769166
1529	3	1529	1	1002	1266	1	L1	S1	0.75	R1	control	-2.06142097134686	0.112672796392279	1.64039391688192
1530	3	1530	1	1023	1270	2	L1	S3	0.75	R2	control	-2.58920272252678	1.34831085421056	-0.779703056225981
1531	3	1531	1	1009	1272	1	L1	S2	0.7	R3	control	1.81184287917799	2.75916748676765	2.33180173564079
1532	3	1532	1	1024	1273	1	L2	S1	0.9	R2	control	2.73864087041545	-0.972860776662519	1.44347991481628
1533	3	1533	1	1010	1274	1	L2	S3	0.9	R1	control	1.12826185591405	2.15909575627706	1.40574379939175
1534	3	1534	1	1013	1276	2	L2	S3	0.7	R3	control	-3.27945317698359	1.41680983455902	-1.2828434750562
1535	3	1535	1	1018	1277	1	L1	S1	0.9	R3	control	1.50759755246556	1.78674117121879	1.76435121532632
1536	3	1536	1	1032	1278	2	L1	S2	0.75	R2	control	3.43456156618079	0.213439709133847	2.07945024597253
1537	3	1537	1	1017	1280	2	L1	S3	0.9	R3	control	0.90961156545282	2.12609115359726	-0.181499625808863
1538	3	1538	1	1023	1281	2	L2	S3	0.9	R3	control	1.84613898177206	0.591649885520115	2.43014529412772
1539	3	1539	1	1013	1282	2	L2	S1	0.75	R1	control	-0.569017080229507	-0.818571053662257	3.14238664281213
1540	3	1540	1	1002	1283	1	L1	S2	0.75	R2	control	-0.509787882769934	-1.59752465225999	0.0344926675269773
1541	3	1541	1	1011	1284	1	L1	S3	0.7	R2	control	-1.41300805641827	0.493184604953851	2.63332353149581
1542	3	1542	1	1023	1285	1	L2	S2	0.9	R2	control	-0.37788950731061	1.61823865103694	1.35421867192609
1543	3	1543	1	1024	1287	1	L1	S1	0.9	R1	control	0.533166052002201	0.554003022733723	-1.47302218518048
1544	3	1544	1	1019	1290	2	L1	S3	0.9	R2	control	2.0610762590356	-2.42377818975691	2.2611370977815
1545	3	1545	1	1017	1291	1	L2	S1	0.7	R3	control	0.720231372974718	1.95486094028167	-2.08463330911227
1546	3	1546	1	1030	1292	1	L1	S3	0.9	R1	control	1.50995989226824	0.385177960120504	2.24039132932439
1547	3	1547	1	1024	1299	1	L2	S1	0.9	R2	case	-2.40818474231015	-0.772205240063311	1.740221756678
1548	3	1548	1	1007	1300	1	L1	S1	0.75	R2	control	1.08110491750827	-0.896095620381405	2.09693991202766
1549	3	1549	1	1008	1301	1	L1	S3	0.7	R1	control	1.73475126758502	-0.871629553229095	-2.08083244788683
1550	3	1550	1	1010	1302	2	L1	S2	0.9	R3	control	0.432324318528993	0.0392583718548354	-0.676078119113398
1551	3	1551	1	1008	1303	1	L2	S3	0.9	R2	control	1.4960425875425	-1.07353010668157	-1.06757549239914
1552	3	1552	1	1001	1306	2	L1	S2	0.75	R3	control	0.555402728807091	-0.184580361299775	-0.543187676053841
1553	3	1553	1	1019	1307	1	L1	S1	0.75	R3	control	1.52966558222609	1.71060693154572	-1.8410066403204
1554	3	1554	1	1023	1308	2	L2	S1	0.9	R2	control	1.37741523867167	-1.17722681371959	2.61331586833239
1555	3	1555	1	1014	1310	2	L1	S2	0.7	R1	control	1.00778358842073	-2.71547645319675	0.921054935136536
1556	3	1556	1	1001	1316	1	L2	S3	0.9	R1	control	-1.10188947290042	0.932734348915602	1.92325903011243
1557	3	1557	1	1006	1317	1	L2	S2	0.9	R3	control	1.20613583608117	0.833547432977894	1.37694226624313
1558	3	1558	1	1006	1318	2	L2	S1	0.9	R1	control	2.29346601829437	1.16901445447188	1.52255395579048
1559	3	1559	1	1013	1320	1	L1	S3	0.75	R3	control	-0.675634993686492	0.598786883835496	0.662656640504636
1560	3	1560	1	1005	1322	2	L1	S2	0.75	R1	control	1.05277505761781	0.90503138508128	1.06474248183414
