index	gen	fam	infam	sir	dam	sex	F1	F2	C1	R1	Trait1	Trait2	Trait3	Trait4
1599	4	1599	1	1416	1475	1	L2	S2	0.9	R2	case	-4.93161950505182	0.54197112392199	-0.253462425564592
1600	4	1600	1	1405	1481	1	L2	S1	0.7	R3	control	2.66906028452557	2.65586973949101	-0.754433629584876
1601	4	1601	1	1409	1482	1	L2	S3	0.7	R3	control	2.27579198720182	1.75934304001421	1.28965633510864
1602	4	1602	1	1420	1484	2	L1	S1	0.7	R2	control	0.243753704845638	0.567715662511279	-0.0502188073054112
1603	4	1603	1	1415	1487	1	L2	S1	0.75	R1	control	-0.000494756031167803	0.115346579845864	2.65030838894819
1604	4	1604	1	1405	1488	1	L1	S1	0.7	R2	control	-0.0603167827835287	-1.26374248503586	2.42860528330665
1605	4	1605	1	1413	1489	1	L2	S3	0.9	R1	control	-2.45368988249336	1.27320817100472	1.01227591682853
1606	4	1606	1	1403	1491	1	L1	S1	0.75	R3	control	-3.48648552198765	0.658836808800932	1.88589019083992
1607	4	1607	1	1413	1492	1	L1	S3	0.75	R1	control	1.75478684487978	2.79827552556667	-0.677862963578325
1608	4	1608	1	1419	1493	1	L2	S3	0.9	R2	control	1.50624744078543	1.12243058256557	2.44053108053077
1609	4	1609	1	1420	1495	2	L1	S1	0.9	R2	control	0.72532807555385	-0.842532866621449	1.70621567525926
1610	4	1610	1	1416	1497	2	L2	S1	0.9	R1	control	1.83267190398826	-1.9607632156604	1.25731422783854
1611	4	1611	1	1405	1498	1	L2	S1	0.9	R3	control	-1.94385938356119	1.74227022292347	2.23160917586644
1612	4	1612	1	1405	1499	1	L2	S1	0.7	R3	control	-0.684293392238387	2.77491490290119	0.78551677316402
1613	4	1613	1	1420	1501	2	L2	S3	0.9	R1	control	0.0555328370457288	1.29735419333107	0.85336554036543
1614	4	1614	1	1403	1502	1	L1	S1	0.75	R3	control	1.41587999488278	-0.173129108691323	0.795516532285409
1615	4	1615	1	1403	1505	1	L1	S3	0.7	R1	control	-2.06512262461571	-1.48788877251893	2.04561740412809
1616	4	1616	1	1409	1509	1	L2	S2	0.75	R1	control	-0.912518299414848	1.72178539788716	2.178557565738
1617	4	1617	1	1413	1510	1	L1	S3	0.7	R2	control	5.43667775859725	-0.304565259179276	-0.564790298409928
1618	4	1618	1	1413	1512	1	L2	S1	0.9	R1	control	1.86109395048589	1.31562934768824	-0.168063386854733
1619	4	1619	1	1413	1513	2	L1	S1	0.7	R2	control	-1.12153480362614	-2.76274858278846	-0.758475259664155
1620	4	1620	1	1413	1514	1	L1	S2	0.7	R2	control	-0.879858650835423	-1.30198128080604	0.712964349634518
1621	4	1621	1	1413	1515	2	L1	S2	0.9	R3	control	2.2945292919292	-0.34002192744985	-1.39845010741743
1622	4	1622	1	1403	1516	2	L1	S1	0.7	R1	control	0.992070571139693	0.114157651454395	0.78574219610927
1623	4	1623	1	1419	1517	2	L1	S3	0.7	R3	control	4.22891227973757	2.82022439052713	-1.58781319284307
1624	4	1624	1	1415	1518	2	L2	S3	0.7	R1	control	-0.815392422574865	-0.0810834727846956	-0.283264571752516
